		Temp	Hi	Low	Out		Wind		Wind	Hi	Hi	Wind	Heat				Rain	Heat	Cool	In 	In	In 	In 	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Dew	Speed	Dir	Run	Speed	Dir	Chill	Index	THW	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	Samp	Tx 	Recept	Int.
01/05/13	0:05	7.4	7.4	7.3	65	1.2	2.0	SSW	0.17	8.0	WSW	7.4	7.0	7.0	1022.0	0.00	0.0	0.038	0.000	12.1	52	2.5	11.2	116	1	100.0	5
01/05/13	0:10	7.4	7.4	7.4	65	1.2	3.0	SSW	0.25	10.0	S	6.9	7.0	6.5	1022.1	0.00	0.0	0.038	0.000	12.1	52	2.5	11.2	117	1	100.0	5
01/05/13	0:15	7.3	7.4	7.3	65	1.2	3.0	SW	0.25	7.0	SSW	6.8	6.9	6.4	1022.1	0.00	0.0	0.038	0.000	12.1	52	2.5	11.2	117	1	100.0	5
01/05/13	0:20	7.3	7.3	7.3	66	1.4	3.0	SW	0.25	8.0	SW	6.8	6.9	6.4	1022.0	0.00	0.0	0.038	0.000	12.1	52	2.5	11.2	117	1	100.0	5
01/05/13	0:25	7.3	7.3	7.3	66	1.3	3.0	SSW	0.25	6.0	S	6.7	6.9	6.3	1022.0	0.00	0.0	0.038	0.000	11.9	52	2.4	11.1	117	1	100.0	5
01/05/13	0:30	7.3	7.3	7.3	67	1.6	1.0	SW	0.08	7.0	WSW	7.3	6.9	6.9	1022.0	0.00	0.0	0.038	0.000	11.9	52	2.4	11.1	117	1	100.0	5
01/05/13	0:35	7.3	7.3	7.3	68	1.8	2.0	SW	0.17	5.0	SW	7.3	6.9	6.9	1022.0	0.00	0.0	0.038	0.000	11.9	52	2.4	11.1	116	1	100.0	5
01/05/13	0:40	7.3	7.3	7.3	68	1.8	2.0	SW	0.17	7.0	SW	7.3	6.9	6.9	1022.0	0.00	0.0	0.038	0.000	11.9	52	2.4	11.1	117	1	100.0	5
01/05/13	0:45	7.3	7.3	7.3	70	2.2	3.0	SW	0.25	8.0	SW	6.7	7.0	6.4	1021.9	0.00	0.0	0.038	0.000	11.9	52	2.4	11.1	116	1	100.0	5
01/05/13	0:50	7.2	7.3	7.2	70	2.1	4.0	SSW	0.33	9.0	SW	6.2	6.9	5.9	1021.8	0.00	0.0	0.039	0.000	11.9	53	2.6	11.1	116	1	100.0	5
01/05/13	0:55	7.2	7.3	7.2	71	2.3	2.0	SSW	0.17	6.0	SSW	7.2	6.9	6.9	1021.8	0.00	0.0	0.039	0.000	11.9	53	2.6	11.1	116	1	100.0	5
01/05/13	1:00	7.2	7.2	7.2	72	2.5	2.0	SW	0.17	8.0	SW	7.2	6.9	6.9	1021.9	0.00	0.0	0.039	0.000	11.9	53	2.6	11.1	118	1	100.0	5
01/05/13	1:05	7.2	7.2	7.2	73	2.6	2.0	SSW	0.17	7.0	SSW	7.2	6.9	6.9	1021.9	0.00	0.0	0.039	0.000	11.9	53	2.6	11.1	117	1	100.0	5
01/05/13	1:10	7.2	7.2	7.1	74	2.8	3.0	WSW	0.25	8.0	WSW	6.6	6.9	6.4	1021.9	0.00	0.0	0.039	0.000	11.8	54	2.8	11.0	117	1	100.0	5
01/05/13	1:15	7.1	7.2	7.1	75	3.0	2.0	WSW	0.17	10.0	SW	7.1	6.9	6.9	1021.8	0.00	0.0	0.039	0.000	11.8	54	2.8	11.0	117	1	100.0	5
01/05/13	1:20	7.1	7.1	7.1	76	3.2	4.0	SW	0.33	9.0	SW	6.1	6.9	5.8	1021.8	0.00	0.0	0.039	0.000	11.8	54	2.8	11.0	116	1	100.0	5
01/05/13	1:25	7.1	7.1	7.1	77	3.3	3.0	SW	0.25	9.0	SSW	6.6	6.9	6.4	1021.7	0.00	0.0	0.039	0.000	11.7	55	3.0	10.9	117	1	100.0	5
01/05/13	1:30	7.1	7.1	7.1	78	3.5	4.0	SSW	0.33	13.0	SSW	5.9	6.9	5.8	1021.7	0.00	0.0	0.039	0.000	11.7	55	3.0	10.9	117	1	100.0	5
01/05/13	1:35	7.0	7.0	7.0	78	3.4	4.0	SSW	0.33	9.0	SSW	5.9	6.8	5.7	1021.6	0.00	0.0	0.039	0.000	11.7	55	3.0	10.9	117	1	100.0	5
01/05/13	1:40	6.9	6.9	6.9	79	3.5	5.0	SW	0.42	11.0	S	5.3	6.8	5.2	1021.6	0.00	0.0	0.040	0.000	11.7	56	3.2	11.0	117	1	100.0	5
01/05/13	1:45	6.9	6.9	6.9	79	3.5	4.0	SW	0.33	11.0	SW	5.8	6.8	5.7	1021.6	0.00	0.0	0.040	0.000	11.6	56	3.1	10.9	117	1	100.0	5
01/05/13	1:50	6.8	6.9	6.8	79	3.4	3.0	SW	0.25	12.0	WSW	6.2	6.7	6.1	1021.6	0.00	0.0	0.040	0.000	11.6	57	3.4	10.9	117	1	100.0	5
01/05/13	1:55	6.8	6.8	6.8	79	3.4	3.0	SW	0.25	9.0	SW	6.2	6.7	6.1	1021.5	0.00	0.0	0.040	0.000	11.6	57	3.4	10.9	117	1	100.0	5
01/05/13	2:00	6.8	6.8	6.8	79	3.4	3.0	SW	0.25	10.0	SSW	6.2	6.7	6.1	1021.5	0.00	0.0	0.040	0.000	11.6	57	3.3	10.9	117	1	100.0	5
01/05/13	2:05	6.8	6.8	6.8	79	3.4	3.0	SW	0.25	8.0	SW	6.2	6.7	6.1	1021.4	0.00	0.0	0.040	0.000	11.6	57	3.3	10.9	118	1	100.0	5
01/05/13	2:10	6.8	6.8	6.8	78	3.3	4.0	SSW	0.33	8.0	SSW	5.7	6.7	5.6	1021.2	0.00	0.0	0.040	0.000	11.6	57	3.3	10.9	116	1	100.0	5
01/05/13	2:15	6.8	6.8	6.8	78	3.3	5.0	SSW	0.42	10.0	SW	5.3	6.7	5.1	1021.1	0.00	0.0	0.040	0.000	11.6	57	3.3	10.9	117	1	100.0	5
01/05/13	2:20	6.8	6.8	6.8	78	3.2	3.0	SSW	0.25	8.0	S	6.2	6.6	6.0	1021.0	0.00	0.0	0.040	0.000	11.5	57	3.3	10.8	117	1	100.0	5
01/05/13	2:25	6.7	6.8	6.7	78	3.2	4.0	SSW	0.33	11.0	SW	5.6	6.6	5.4	1021.0	0.00	0.0	0.040	0.000	11.5	57	3.3	10.8	116	1	100.0	5
01/05/13	2:30	6.7	6.7	6.7	78	3.1	5.0	SW	0.42	11.0	SW	5.1	6.5	4.9	1020.8	0.00	0.0	0.041	0.000	11.5	57	3.3	10.8	116	1	100.0	5
01/05/13	2:35	6.7	6.7	6.6	78	3.1	4.0	SSW	0.33	12.0	S	5.5	6.5	5.3	1020.7	0.00	0.0	0.041	0.000	11.5	57	3.3	10.8	117	1	100.0	5
01/05/13	2:40	6.6	6.7	6.6	78	3.0	5.0	SSW	0.42	12.0	S	5.1	6.4	4.9	1020.6	0.00	0.0	0.041	0.000	11.4	58	3.4	10.8	117	1	100.0	5
01/05/13	2:45	6.6	6.6	6.6	78	3.0	4.0	SW	0.33	11.0	SW	5.4	6.4	5.2	1020.6	0.00	0.0	0.041	0.000	11.4	58	3.4	10.8	116	1	100.0	5
01/05/13	2:50	6.6	6.6	6.6	78	3.0	5.0	SW	0.42	13.0	SSW	5.0	6.4	4.8	1020.5	0.00	0.0	0.041	0.000	11.4	58	3.4	10.8	117	1	100.0	5
01/05/13	2:55	6.6	6.6	6.6	78	3.0	4.0	SSW	0.33	12.0	SW	5.4	6.4	5.2	1020.5	0.00	0.0	0.041	0.000	11.3	58	3.4	10.7	116	1	100.0	5
01/05/13	3:00	6.6	6.6	6.6	78	3.0	5.0	SW	0.42	13.0	S	5.1	6.4	4.9	1020.4	0.00	0.0	0.041	0.000	11.3	58	3.4	10.7	117	1	100.0	5
01/05/13	3:05	6.6	6.6	6.6	78	3.0	4.0	SW	0.33	11.0	SSW	5.4	6.4	5.3	1020.3	0.00	0.0	0.041	0.000	11.3	58	3.4	10.7	116	1	100.0	5
01/05/13	3:10	6.6	6.6	6.6	78	3.0	3.0	SW	0.25	8.0	SSW	6.0	6.4	5.8	1020.4	0.00	0.0	0.041	0.000	11.2	58	3.3	10.6	117	1	100.0	5
01/05/13	3:15	6.6	6.6	6.6	78	3.0	3.0	SW	0.25	8.0	SSW	5.9	6.4	5.8	1020.4	0.00	0.0	0.041	0.000	11.2	58	3.3	10.6	117	1	100.0	5
01/05/13	3:20	6.5	6.6	6.5	79	3.1	3.0	WSW	0.25	8.0	WSW	5.9	6.3	5.7	1020.5	0.00	0.0	0.041	0.000	11.2	58	3.3	10.6	117	1	100.0	5
01/05/13	3:25	6.5	6.5	6.5	80	3.3	2.0	WSW	0.17	5.0	WSW	6.5	6.4	6.4	1020.5	0.00	0.0	0.041	0.000	11.2	59	3.5	10.6	116	1	100.0	5
01/05/13	3:30	6.4	6.5	6.4	80	3.2	0.0	WSW	0.00	3.0	WSW	6.4	6.3	6.3	1020.5	0.00	0.0	0.041	0.000	11.2	58	3.3	10.6	117	1	100.0	5
01/05/13	3:35	6.4	6.4	6.4	81	3.4	1.0	WSW	0.08	5.0	WSW	6.4	6.3	6.3	1020.5	0.00	0.0	0.041	0.000	11.2	59	3.5	10.6	117	1	100.0	5
01/05/13	3:40	6.3	6.4	6.3	81	3.3	1.0	WSW	0.08	5.0	WSW	6.3	6.2	6.2	1020.4	0.00	0.0	0.042	0.000	11.2	59	3.4	10.6	117	1	100.0	5
01/05/13	3:45	6.3	6.3	6.3	81	3.3	0.0	---	0.00	0.0	---	6.3	6.2	6.2	1020.3	0.00	0.0	0.042	0.000	11.2	59	3.4	10.6	117	1	100.0	5
01/05/13	3:50	6.2	6.3	6.2	82	3.4	3.0	SSW	0.25	8.0	SW	5.6	6.1	5.4	1020.3	0.00	0.0	0.042	0.000	11.2	59	3.4	10.6	116	1	100.0	5
01/05/13	3:55	6.2	6.2	6.2	82	3.4	1.0	SSW	0.08	4.0	SSW	6.2	6.1	6.1	1020.2	0.00	0.0	0.042	0.000	11.1	59	3.3	10.5	117	1	100.0	5
01/05/13	4:00	6.2	6.2	6.2	83	3.5	1.0	SSW	0.08	4.0	SSW	6.2	6.1	6.1	1020.1	0.00	0.0	0.042	0.000	11.1	59	3.3	10.5	117	1	100.0	5
01/05/13	4:05	6.1	6.2	6.1	83	3.4	1.0	SSW	0.08	3.0	SSW	6.1	6.0	6.0	1020.1	0.00	0.0	0.042	0.000	11.1	59	3.3	10.5	117	1	100.0	5
01/05/13	4:10	6.1	6.1	6.1	83	3.4	2.0	SSW	0.17	7.0	SW	6.1	5.9	5.9	1019.9	0.00	0.0	0.043	0.000	11.1	60	3.6	10.5	116	1	100.0	5
01/05/13	4:15	6.1	6.1	6.1	84	3.6	4.0	SSW	0.33	9.0	SW	4.8	6.0	4.8	1019.8	0.00	0.0	0.043	0.000	11.1	60	3.6	10.5	117	1	100.0	5
01/05/13	4:20	6.1	6.1	6.0	83	3.4	3.0	SW	0.25	10.0	S	5.4	5.9	5.3	1019.8	0.00	0.0	0.043	0.000	11.0	60	3.5	10.4	117	1	100.0	5
01/05/13	4:25	6.0	6.0	6.0	83	3.3	4.0	S	0.33	10.0	SSW	4.8	5.9	4.7	1019.7	0.00	0.0	0.043	0.000	11.0	60	3.5	10.4	117	1	100.0	5
01/05/13	4:30	6.1	6.1	6.0	83	3.4	4.0	SW	0.33	10.0	SW	4.8	5.9	4.7	1019.6	0.00	0.0	0.043	0.000	11.0	60	3.5	10.4	117	1	100.0	5
01/05/13	4:35	6.1	6.1	6.1	83	3.4	4.0	SW	0.33	11.0	SW	4.9	6.0	4.8	1019.6	0.00	0.0	0.042	0.000	10.9	60	3.4	10.3	117	1	100.0	5
01/05/13	4:40	6.2	6.2	6.1	82	3.4	6.0	SSW	0.50	16.0	SSW	4.2	6.1	4.1	1019.6	0.00	0.0	0.042	0.000	10.9	61	3.7	10.4	117	1	100.0	5
01/05/13	4:45	6.3	6.3	6.2	81	3.3	6.0	SW	0.50	17.0	SW	4.3	6.2	4.2	1019.6	0.00	0.0	0.042	0.000	10.9	60	3.4	10.3	116	1	100.0	5
01/05/13	4:50	6.3	6.3	6.3	81	3.3	6.0	SSW	0.50	15.0	SW	4.3	6.2	4.2	1019.6	0.00	0.0	0.042	0.000	10.9	60	3.4	10.3	117	1	100.0	5
01/05/13	4:55	6.3	6.3	6.3	80	3.1	3.0	SW	0.25	11.0	SSW	5.6	6.1	5.4	1019.6	0.00	0.0	0.042	0.000	10.9	60	3.4	10.3	116	1	100.0	5
01/05/13	5:00	6.3	6.3	6.3	80	3.1	4.0	SSW	0.33	13.0	SW	5.1	6.1	4.9	1019.4	0.00	0.0	0.042	0.000	10.9	60	3.4	10.3	117	1	100.0	5
01/05/13	5:05	6.3	6.3	6.3	80	3.1	5.0	SSW	0.42	10.0	SW	4.7	6.1	4.5	1019.4	0.00	0.0	0.042	0.000	10.9	60	3.4	10.3	116	1	100.0	5
01/05/13	5:10	6.3	6.3	6.3	80	3.1	5.0	SSW	0.42	10.0	SSW	4.7	6.2	4.6	1019.4	0.00	0.0	0.042	0.000	10.9	60	3.4	10.3	117	1	100.0	5
01/05/13	5:15	6.3	6.3	6.3	81	3.3	3.0	SSW	0.25	9.0	SSE	5.7	6.2	5.6	1019.4	0.00	0.0	0.042	0.000	10.9	60	3.4	10.3	118	1	100.0	5
01/05/13	5:20	6.3	6.3	6.3	81	3.3	4.0	SSW	0.33	12.0	S	5.1	6.2	4.9	1019.2	0.00	0.0	0.042	0.000	10.9	60	3.4	10.3	115	1	100.0	5
01/05/13	5:25	6.3	6.3	6.3	82	3.5	4.0	SSW	0.33	11.0	S	5.1	6.2	5.0	1019.2	0.00	0.0	0.042	0.000	10.9	61	3.7	10.4	117	1	100.0	5
01/05/13	5:30	6.4	6.4	6.3	82	3.5	5.0	S	0.42	13.0	SSW	4.8	6.3	4.7	1019.3	0.00	0.0	0.041	0.000	10.9	61	3.7	10.4	117	1	100.0	5
01/05/13	5:35	6.4	6.4	6.3	82	3.5	3.0	SW	0.25	9.0	SW	5.7	6.3	5.6	1019.2	0.00	0.0	0.041	0.000	10.9	61	3.7	10.4	117	1	100.0	5
01/05/13	5:40	6.5	6.5	6.4	82	3.6	5.0	SW	0.42	14.0	SW	4.9	6.4	4.8	1019.3	0.00	0.0	0.041	0.000	10.9	61	3.7	10.4	117	1	100.0	5
01/05/13	5:45	6.6	6.6	6.5	82	3.7	2.0	SW	0.17	8.0	SSW	6.6	6.4	6.4	1019.2	0.00	0.0	0.041	0.000	10.9	61	3.7	10.4	116	1	100.0	5
01/05/13	5:50	6.6	6.7	6.6	82	3.8	5.0	SW	0.42	10.0	SSW	5.1	6.5	4.9	1019.2	0.00	0.0	0.041	0.000	10.9	61	3.7	10.4	117	1	100.0	5
01/05/13	5:55	6.7	6.7	6.6	81	3.6	4.0	SW	0.33	13.0	WSW	5.5	6.6	5.4	1019.2	0.00	0.0	0.041	0.000	10.9	61	3.7	10.4	117	1	100.0	5
01/05/13	6:00	6.7	6.7	6.7	81	3.7	4.0	SW	0.33	12.0	SW	5.6	6.6	5.4	1019.1	0.00	0.0	0.040	0.000	10.9	61	3.7	10.4	117	1	100.0	5
01/05/13	6:05	6.7	6.7	6.7	80	3.5	5.0	SW	0.42	12.0	SSW	5.2	6.6	5.1	1019.1	0.00	0.0	0.040	0.000	10.9	62	3.9	10.4	117	1	100.0	5
01/05/13	6:10	6.7	6.8	6.7	80	3.5	6.0	SW	0.50	12.0	SW	4.8	6.6	4.7	1019.1	0.00	0.0	0.040	0.000	10.9	62	3.9	10.4	116	1	100.0	5
01/05/13	6:15	6.7	6.8	6.7	79	3.3	5.0	SSW	0.42	14.0	SW	5.2	6.6	5.1	1019.1	0.00	0.0	0.040	0.000	10.9	61	3.7	10.4	117	1	100.0	5
01/05/13	6:20	6.7	6.8	6.7	79	3.3	5.0	SSW	0.42	12.0	WSW	5.2	6.6	5.1	1019.0	0.00	0.0	0.040	0.000	10.9	61	3.7	10.4	118	1	100.0	5
01/05/13	6:25	6.8	6.8	6.7	79	3.4	6.0	SW	0.50	15.0	SW	4.8	6.7	4.7	1019.0	0.00	0.0	0.040	0.000	10.9	61	3.7	10.4	116	1	100.0	5
01/05/13	6:30	6.8	6.8	6.8	79	3.4	8.0	SW	0.67	17.0	S	4.2	6.7	4.1	1019.1	0.00	0.0	0.040	0.000	10.9	61	3.7	10.4	117	1	100.0	5
01/05/13	6:35	6.8	6.8	6.8	79	3.4	5.0	SW	0.42	13.0	SW	5.2	6.7	5.1	1018.8	0.00	0.0	0.040	0.000	10.9	61	3.7	10.4	117	1	100.0	5
01/05/13	6:40	6.8	6.8	6.8	79	3.4	8.0	SW	0.67	17.0	S	4.3	6.7	4.2	1018.8	0.00	0.0	0.040	0.000	10.9	61	3.7	10.4	116	1	100.0	5
01/05/13	6:45	6.8	6.8	6.8	79	3.4	5.0	SW	0.42	12.0	SSW	5.3	6.7	5.2	1018.7	0.00	0.0	0.040	0.000	10.8	61	3.6	10.3	117	1	100.0	5
01/05/13	6:50	6.8	6.8	6.8	79	3.4	6.0	SW	0.50	15.0	SW	4.9	6.7	4.8	1018.7	0.00	0.0	0.040	0.000	10.8	62	3.8	10.3	117	1	100.0	5
01/05/13	6:55	6.9	6.9	6.8	79	3.5	7.0	SW	0.58	16.0	S	4.7	6.8	4.6	1018.7	0.00	0.0	0.040	0.000	10.8	62	3.8	10.3	117	1	100.0	5
01/05/13	7:00	6.9	6.9	6.9	79	3.5	7.0	SW	0.58	18.0	WSW	4.7	6.8	4.6	1018.7	0.00	0.0	0.040	0.000	10.8	62	3.8	10.3	117	1	100.0	5
01/05/13	7:05	6.9	6.9	6.9	80	3.7	7.0	SSW	0.58	16.0	S	4.8	6.8	4.7	1018.8	0.00	0.0	0.040	0.000	10.8	62	3.8	10.3	117	1	100.0	5
01/05/13	7:10	6.9	6.9	6.9	80	3.7	7.0	SW	0.58	19.0	SW	4.7	6.8	4.6	1018.7	0.00	0.0	0.040	0.000	10.8	62	3.8	10.3	116	1	100.0	5
01/05/13	7:15	6.9	6.9	6.9	80	3.7	8.0	SW	0.67	19.0	WSW	4.4	6.8	4.3	1018.7	0.00	0.0	0.040	0.000	10.8	62	3.8	10.3	117	1	100.0	5
01/05/13	7:20	6.9	6.9	6.9	81	3.9	5.0	SW	0.42	15.0	SSW	5.3	6.8	5.2	1018.7	0.00	0.0	0.040	0.000	10.8	62	3.8	10.3	117	1	100.0	5
01/05/13	7:25	6.8	6.9	6.8	81	3.8	5.0	SSW	0.42	12.0	SSW	5.3	6.7	5.2	1018.7	0.00	0.0	0.040	0.000	10.8	62	3.8	10.3	117	1	100.0	5
01/05/13	7:30	6.8	6.8	6.8	82	3.9	6.0	SSW	0.50	12.0	S	4.8	6.7	4.7	1018.8	0.00	0.0	0.040	0.000	10.8	63	4.1	10.4	116	1	100.0	5
01/05/13	7:35	6.8	6.8	6.8	82	3.9	6.0	SSW	0.50	13.0	SW	4.8	6.7	4.7	1018.8	0.00	0.0	0.040	0.000	10.9	63	4.1	10.4	117	1	100.0	5
01/05/13	7:40	6.7	6.8	6.7	83	4.0	8.0	SSW	0.67	15.0	S	4.2	6.7	4.1	1018.8	0.00	0.0	0.040	0.000	10.9	63	4.1	10.4	117	1	100.0	5
01/05/13	7:45	6.7	6.7	6.7	84	4.2	4.0	SW	0.33	12.0	S	5.5	6.6	5.4	1018.8	0.00	0.0	0.041	0.000	10.9	63	4.1	10.4	116	1	100.0	5
01/05/13	7:50	6.7	6.7	6.7	84	4.2	6.0	SSW	0.50	13.0	WSW	4.7	6.6	4.7	1018.9	0.00	0.0	0.041	0.000	10.9	63	4.1	10.4	117	1	100.0	5
01/05/13	7:55	6.7	6.7	6.7	84	4.2	7.0	SSW	0.58	13.0	SW	4.5	6.7	4.4	1019.0	0.00	0.0	0.040	0.000	10.9	63	4.1	10.4	117	1	100.0	5
01/05/13	8:00	6.7	6.7	6.7	85	4.4	5.0	SW	0.42	14.0	SSW	5.2	6.7	5.1	1019.0	0.00	0.0	0.040	0.000	10.9	64	4.3	10.4	117	1	100.0	5
01/05/13	8:05	6.7	6.7	6.7	85	4.3	5.0	SSW	0.42	17.0	SSW	5.1	6.6	5.1	1019.1	0.00	0.0	0.041	0.000	10.9	64	4.3	10.4	117	1	100.0	5
01/05/13	8:10	6.6	6.7	6.6	85	4.3	5.0	SW	0.42	15.0	WSW	5.1	6.6	5.0	1018.9	0.00	0.0	0.041	0.000	10.9	64	4.3	10.4	117	1	100.0	5
01/05/13	8:15	6.6	6.6	6.6	86	4.4	5.0	SSW	0.42	13.0	SW	5.1	6.6	5.0	1018.9	0.00	0.0	0.041	0.000	10.9	64	4.3	10.4	116	1	100.0	5
01/05/13	8:20	6.6	6.6	6.6	87	4.5	6.0	SSW	0.50	12.0	SW	4.6	6.6	4.6	1019.0	0.00	0.0	0.041	0.000	10.9	64	4.3	10.4	116	1	100.0	5
01/05/13	8:25	6.6	6.6	6.6	88	4.7	4.0	SSW	0.33	9.0	SW	5.4	6.6	5.4	1019.0	0.00	0.0	0.041	0.000	10.9	64	4.3	10.4	117	1	100.0	5
01/05/13	8:30	6.6	6.6	6.6	88	4.7	6.0	SW	0.50	10.0	S	4.6	6.6	4.6	1019.0	0.00	0.0	0.041	0.000	10.9	65	4.6	10.4	117	1	100.0	5
01/05/13	8:35	6.6	6.6	6.6	88	4.8	5.0	SSW	0.42	13.0	SSW	5.1	6.6	5.1	1019.0	0.00	0.0	0.041	0.000	10.9	65	4.6	10.4	117	1	100.0	5
01/05/13	8:40	6.7	6.7	6.6	88	4.8	5.0	SW	0.42	12.0	WSW	5.1	6.7	5.1	1019.1	0.00	0.0	0.041	0.000	10.9	65	4.6	10.4	117	1	100.0	5
01/05/13	8:45	6.8	6.8	6.7	87	4.8	6.0	SSW	0.50	15.0	SSW	4.8	6.8	4.8	1019.1	0.00	0.0	0.040	0.000	10.9	65	4.6	10.4	117	1	100.0	5
01/05/13	8:50	6.8	6.8	6.7	87	4.8	5.0	SW	0.42	12.0	S	5.2	6.8	5.2	1019.1	0.00	0.0	0.040	0.000	10.9	65	4.6	10.4	117	1	100.0	5
01/05/13	8:55	6.8	6.8	6.8	88	5.0	4.0	SW	0.33	9.0	SW	5.7	6.8	5.7	1019.2	0.00	0.0	0.040	0.000	10.9	66	4.8	10.5	117	1	100.0	5
01/05/13	9:00	6.9	6.9	6.8	88	5.0	4.0	SSW	0.33	10.0	WSW	5.8	6.9	5.8	1019.3	0.00	0.0	0.040	0.000	10.9	66	4.8	10.5	116	1	100.0	5
01/05/13	9:05	7.1	7.1	6.9	87	5.0	3.0	SW	0.25	10.0	WSW	6.5	7.1	6.5	1019.3	0.00	0.0	0.039	0.000	10.9	66	4.8	10.5	117	1	100.0	5
01/05/13	9:10	7.2	7.2	7.1	86	5.0	4.0	SW	0.33	10.0	SW	6.1	7.1	6.1	1019.2	0.00	0.0	0.039	0.000	10.9	66	4.8	10.5	116	1	100.0	5
01/05/13	9:15	7.3	7.3	7.2	85	4.9	5.0	SW	0.42	11.0	SW	5.8	7.2	5.7	1019.3	0.00	0.0	0.038	0.000	11.0	66	4.9	10.6	116	1	100.0	5
01/05/13	9:20	7.3	7.3	7.3	85	5.0	5.0	SW	0.42	15.0	SW	5.8	7.3	5.8	1019.3	0.00	0.0	0.038	0.000	11.0	66	4.9	10.6	116	1	100.0	5
01/05/13	9:25	7.4	7.4	7.3	85	5.0	6.0	WSW	0.50	14.0	WSW	5.6	7.3	5.6	1019.3	0.00	0.0	0.038	0.000	11.0	66	4.9	10.6	117	1	100.0	5
01/05/13	9:30	7.5	7.5	7.4	84	5.0	4.0	WSW	0.33	12.0	WSW	6.5	7.4	6.4	1019.3	0.00	0.0	0.038	0.000	11.0	66	4.9	10.6	118	1	100.0	5
01/05/13	9:35	7.6	7.6	7.5	83	4.9	5.0	SW	0.42	12.0	WSW	6.2	7.6	6.1	1019.4	0.00	0.0	0.037	0.000	11.0	66	4.9	10.6	117	1	100.0	5
01/05/13	9:40	7.7	7.7	7.6	82	4.8	7.0	WSW	0.58	15.0	W	5.7	7.7	5.7	1019.5	0.00	0.0	0.037	0.000	11.0	66	4.9	10.6	117	1	100.0	5
01/05/13	9:45	7.9	7.9	7.7	80	4.7	8.0	WSW	0.67	23.0	WSW	5.6	7.8	5.5	1019.5	0.00	0.0	0.036	0.000	11.1	66	4.9	10.7	117	1	100.0	5
01/05/13	9:50	8.1	8.1	7.9	80	4.9	7.0	WSW	0.58	15.0	WSW	6.2	8.0	6.1	1019.5	0.00	0.0	0.035	0.000	11.1	66	4.9	10.7	116	1	100.0	5
01/05/13	9:55	8.4	8.4	8.1	77	4.6	7.0	WSW	0.58	16.0	SSW	6.6	8.3	6.4	1019.4	0.00	0.0	0.034	0.000	11.2	65	4.8	10.7	117	1	100.0	5
01/05/13	10:00	8.7	8.7	8.4	76	4.7	9.0	WSW	0.75	15.0	WSW	6.2	8.6	6.0	1019.4	0.00	0.0	0.033	0.000	11.2	65	4.9	10.8	117	1	100.0	5
01/05/13	10:05	8.7	8.7	8.7	74	4.3	10.0	WSW	0.83	18.0	WSW	5.8	8.5	5.7	1019.5	0.00	0.0	0.034	0.000	11.3	65	5.0	10.9	117	1	100.0	5
01/05/13	10:10	8.7	8.7	8.7	73	4.1	9.0	WSW	0.75	19.0	SW	6.2	8.5	5.9	1019.4	0.00	0.0	0.033	0.000	11.5	64	4.9	11.0	116	1	100.0	5
01/05/13	10:15	8.8	8.8	8.7	73	4.3	9.0	WSW	0.75	18.0	WSW	6.3	8.6	6.1	1019.4	0.00	0.0	0.033	0.000	11.6	64	5.0	11.1	117	1	100.0	5
01/05/13	10:20	9.0	9.0	8.8	73	4.4	8.0	WSW	0.67	20.0	WSW	6.8	8.8	6.6	1019.3	0.00	0.0	0.032	0.000	11.6	63	4.8	11.1	117	1	100.0	5
01/05/13	10:25	9.3	9.3	9.0	69	3.9	9.0	WSW	0.75	19.0	W	6.8	9.0	6.6	1019.1	0.00	0.0	0.031	0.000	11.7	63	4.9	11.2	116	1	100.0	5
01/05/13	10:30	9.7	9.7	9.3	65	3.4	10.0	WSW	0.83	22.0	W	7.0	9.3	6.7	1019.2	0.00	0.0	0.030	0.000	11.8	62	4.7	11.2	114	1	100.0	5
01/05/13	10:35	9.9	9.9	9.6	65	3.6	9.0	WSW	0.75	23.0	WSW	7.6	9.6	7.3	1019.2	0.00	0.0	0.029	0.000	11.9	62	4.9	11.3	117	1	100.0	5
01/05/13	10:40	10.1	10.1	9.9	62	3.1	9.0	WSW	0.75	23.0	WSW	7.8	9.7	7.4	1019.3	0.00	0.0	0.029	0.000	12.1	61	4.8	11.4	117	1	100.0	5
01/05/13	10:45	10.3	10.3	10.1	61	3.1	7.0	WSW	0.58	15.0	W	8.8	9.8	8.3	1019.5	0.00	0.0	0.028	0.000	12.1	60	4.6	11.4	117	1	100.0	5
01/05/13	10:50	10.3	10.3	10.3	58	2.4	9.0	W	0.75	18.0	SW	8.1	9.8	7.6	1019.6	0.00	0.0	0.028	0.000	12.3	59	4.5	11.6	117	1	100.0	5
01/05/13	10:55	10.6	10.6	10.3	58	2.7	6.0	SW	0.50	13.0	SW	9.4	10.1	8.9	1019.6	0.00	0.0	0.027	0.000	12.4	59	4.6	11.7	116	1	100.0	5
01/05/13	11:00	10.7	10.8	10.7	58	2.8	8.0	WSW	0.67	19.0	WSW	8.9	10.2	8.4	1019.6	0.00	0.0	0.026	0.000	12.6	58	4.5	11.8	117	1	100.0	5
01/05/13	11:05	10.9	10.9	10.8	57	2.7	7.0	WSW	0.58	17.0	WSW	9.6	10.3	8.9	1019.7	0.00	0.0	0.026	0.000	12.7	58	4.7	11.9	117	1	100.0	5
